Name	Description	A54939	A54940	A54941	A54942	A54943	A54944	A54945	A54946	A54947
OBSL1	na	7.078895	1.048076	3.5974	6.25391	0.953156	3.404147	5.958599	1.197443	3.508809
DOCK10	na	8.198028	17.53075	10.662761	6.286524	15.904083	10.340553	8.050894	13.24721	12.959363
INPP5D	na	36.610675	41.722552	43.838083	32.807033	40.308775	42.833355	33.117351	39.968485	40.639725
SOX12	na	11.961238	8.883244	7.943627	12.415345	8.792334	8.22928	11.723676	9.919089	8.558642
TMEM230	na	48.704806	69.675694	57.258996	50.157371	62.657344	60.248348	48.351359	60.393124	64.956165
TMX4	na	12.203588	22.585454	18.571168	12.995391	22.188206	21.924975	13.257152	22.118392	18.242227
SNRPB2	na	67.022166	81.690996	80.313261	66.291924	76.989304	81.723046	64.829124	78.050589	89.897385
CST7	na	31.712374	61.537175	60.742745	23.495726	48.289322	67.71363	24.340467	48.153564	67.408113
DYNLRB1	na	122.546775	194.519645	209.688685	94.697794	169.713668	210.151675	99.195478	177.163895	214.214309
TGM2	na	1.877519	5.807901	6.248719	1.197169	3.421524	4.697937	0.842827	2.949874	5.752049
RNF114	na	32.156168	37.933795	37.57184	32.241051	35.43986	38.180462	30.183616	38.971378	40.20524
ADRM1	na	11.598294	17.356663	15.67532	12.308507	18.043506	16.295478	12.291289	20.203261	17.540353
RPS21	na	36.104522	46.295301	49.593017	35.042424	47.601034	53.367517	35.831803	48.2612	49.217959
SLC17A9	na	12.123746	8.764209	7.840376	11.867725	7.854565	9.586506	12.880671	9.378381	8.709873
EEF1A2	na	21.308816	5.596333	12.772191	18.540188	4.968632	9.172767	15.141568	4.945843	11.792965
EEF1A2	na	10.618139	2.231903	6.273147	9.794008	2.827111	7.614367	13.86253	2.16288	6.16519
RNA5-8SN2	na	2873.454169	1520.477578	1704.687373	2258.617433	1568.057191	1613.561332	3074.458456	1887.623065	1735.986194
SAMSN1	na	3.771712	9.677992	8.619555	2.937863	8.830567	9.737005	3.099818	11.038708	9.898667
BTG3	na	16.276772	41.0753	27.036245	17.902216	37.612591	30.403116	14.528617	36.578183	31.964765
IFNAR2	na	5.118913	9.017215	7.194028	5.956155	8.429006	9.039833	4.083508	8.064283	7.562499
GART	na	34.526756	28.002889	27.704841	37.810533	25.191538	28.144884	35.483858	26.100955	28.556084
SON	na	15.133931	19.595845	21.156251	15.311455	19.101506	19.637415	15.134938	18.088877	18.86284
CBR1	na	91.705498	73.266184	66.913272	84.347375	67.044089	67.927467	85.670097	71.429699	72.65105
PSMG1	na	40.852353	31.043565	25.268679	42.456475	32.620629	29.835922	43.671193	33.220834	31.175165
WRB	na	3.850083	5.814934	6.401676	4.678909	6.25736	6.999414	3.848314	6.024264	8.29844
MX2	na	18.175169	14.304846	14.24089	18.309952	13.402427	13.909729	17.977704	15.600974	14.358137
RRP1B	na	19.002774	14.637346	11.546936	20.943094	14.887946	11.871281	21.186012	17.376254	11.786186
ATP6V1E1	na	75.228044	91.766065	83.304517	67.456138	84.652543	87.989647	64.967022	88.66951	93.464485
SEPT5	na	13.838248	6.076661	9.814304	12.105248	6.044878	8.971799	13.523458	5.024772	8.432032
ZDHHC8	na	15.868217	10.425299	10.731421	14.965055	9.548264	10.149248	14.406612	12.166143	11.284624
LZTR1	na	14.395168	9.948596	11.669442	14.741287	11.462462	9.433632	14.306178	9.986121	11.516678
YDJC	na	48.183331	35.840384	28.883791	52.010406	29.079634	37.832356	49.999357	36.231845	36.172596
CABIN1	na	18.942086	11.952292	11.807314	16.320976	10.313387	11.325076	15.38314	11.524985	11.089024
NEFH	na	26.873244	14.739426	10.579436	29.870592	14.949412	11.202682	29.130875	16.152355	11.131903
MTFP1	na	19.51378	12.940783	11.486046	19.740068	10.512199	14.021382	19.706536	10.916241	14.082247
MTFP1	na	8.224282	3.32182	5.00869	6.237926	3.673101	3.81142	8.773069	4.80384	4.108713
RNF185	na	8.619218	10.247801	10.807636	7.901696	10.082414	10.103078	8.334109	10.926483	10.490198
PATZ1	na	8.402575	6.589413	5.490737	8.688151	6.489058	5.720402	8.698987	6.780907	6.100592
PATZ1	na	9.780684	5.905747	5.556383	8.71143	5.334815	5.608101	8.216448	6.409459	5.366458
TOM1	na	5.610276	10.742127	11.138562	4.233322	11.553057	12.999993	7.434919	10.351271	14.816241
RAC2	na	287.962837	335.963961	306.998248	269.261353	319.784484	340.465085	270.599488	348.849349	337.396103
MFNG	na	71.366221	47.306982	48.022155	65.673172	46.066139	50.893956	71.569661	54.2152	49.977838
CDC42EP1	na	12.000325	2.96618	2.482402	10.390728	1.890802	1.7385	11.067886	2.357957	2.60176
GCAT	na	23.18462	16.127221	13.433554	23.73625	18.448458	15.270035	26.653838	19.569673	16.328771
SUN2	na	16.891714	21.519839	21.389433	14.201675	21.476057	22.564329	14.640872	22.234259	23.665581
SUN2	na	14.7953	20.595731	20.827841	14.14634	18.375195	20.431035	12.744004	22.174524	18.81232
RTL6	na	9.775299	7.351242	7.371367	8.780075	6.606661	7.012274	9.125496	7.547035	7.163536
TTC38	na	16.187485	8.986281	10.647237	15.5617	9.047973	12.494639	16.465517	10.454438	12.237364
SUMF1	na	11.051764	14.117447	13.342023	10.602008	12.23711	14.122704	9.506159	13.511289	14.701673
BHLHE40	na	7.153258	11.848107	13.463234	5.443747	9.796788	12.942222	5.773489	10.640584	14.282329
PPARG	na	3.665448	10.261623	8.81954	3.584254	9.503607	7.4192	2.940497	9.518492	9.072498
TBC1D5	na	20.955189	15.32453	15.038808	20.117542	14.701184	14.273471	19.932705	15.034575	14.253684
HMGB1P5	na	30.958991	26.525376	20.866876	35.976391	25.7824	23.39031	31.328652	25.884062	22.693904
GLB1	na	22.706949	36.434489	27.260659	15.780393	31.72463	32.417225	21.142843	33.505559	30.776768
ATRIP	na	15.719395	13.595641	10.651956	15.332167	12.077114	11.151496	15.908545	11.347605	11.633239
IMPDH2	na	373.131188	276.570052	231.403405	367.278317	267.131726	235.833101	381.807743	293.638094	249.521832
GNAI2	na	26.417956	33.927018	41.128521	25.342182	29.758437	41.596142	26.559439	32.92809	38.968755
ABHD14B	na	32.711313	27.264682	23.704127	30.589488	24.230079	24.536248	33.692378	25.355377	25.026007
ACY1	na	74.767438	60.621296	51.305956	75.334057	57.031016	56.567295	74.012791	63.491402	60.702059
GNL3	na	77.139447	65.977868	57.639637	92.092898	66.954964	64.189795	93.117233	70.011847	68.180208
CMSS1	na	43.708878	38.510137	33.555974	46.637076	35.553637	35.907641	45.01061	33.762507	35.599643
NIT2	na	39.647297	27.970505	26.863263	34.605637	24.130872	25.502396	32.749931	27.638015	27.331057
CHST13	na	34.32803	10.229755	23.914471	31.11064	10.122078	25.923596	30.520826	10.117216	24.66522
PLXNA1	na	9.640011	6.333202	5.708402	9.519163	6.394997	5.866259	9.89419	7.742272	6.261165
NUDT16	na	8.882801	5.57996	6.309578	9.72524	5.631843	6.779308	9.852633	6.345818	6.522859
MRAS	na	21.45872	12.514659	12.575794	20.194258	11.183435	11.780332	20.115828	11.657536	13.575806
MRAS	na	13.883083	7.375925	7.872506	12.995289	5.429938	7.340797	13.84077	7.45918	9.451771
MRAS	na	14.788818	9.771596	8.808475	13.34991	5.353883	7.806483	16.449084	7.195863	7.057291
GYG1	na	32.506461	40.997442	39.042927	33.726266	38.471905	38.935799	31.310902	39.664267	40.363552
RPL22L1	na	58.294042	29.878577	30.494633	49.064007	24.839308	34.147373	56.952594	30.937237	39.677385
RPL22L1	na	6.973273	4.701819	4.20373	8.229436	4.73131	4.324642	8.760111	4.377798	4.754365
ATP11B	na	4.800593	7.834303	6.8287	4.812852	7.200209	6.897869	4.414714	6.131549	6.25213
CCDC50	na	5.627973	7.340893	7.944092	5.324653	6.896407	8.65642	5.154008	6.950136	8.653013
RNF4	na	45.804951	60.909879	52.818762	41.217426	57.167237	56.571307	44.453338	65.571165	56.906405
ADD1	na	39.546548	46.663717	47.347858	37.314082	42.958894	44.688646	35.489834	44.875445	44.118821
SCARB2	na	12.441116	19.968242	15.602122	9.898627	15.451517	14.833194	9.374873	15.596632	15.264008
	na	6.596868	9.375833	9.520874	5.692056	8.679031	10.461724	6.679077	9.636873	8.954467
SNHG8	na	59.179338	44.931325	42.075058	58.840873	46.517612	48.063382	60.222938	48.812683	50.458761
ANXA5	na	50.61182	86.289502	92.23335	45.698974	71.187602	94.085342	41.747443	68.545273	93.525472
OSMR	na	6.268489	17.398756	11.739838	6.51465	16.062812	12.244704	5.00999	16.734498	10.362918
ANKRA2	na	3.346936	6.571213	5.807874	3.747161	6.465546	5.859231	4.060366	7.35728	6.377968
HEXB	na	59.074721	107.274086	79.621844	47.830977	82.463792	73.272715	45.056219	80.312762	80.899216
ST8SIA4	na	3.180193	7.112444	4.96109	3.361105	7.512633	5.608792	3.195435	6.952743	5.463101
SRP19	na	10.971485	8.151697	7.515052	10.866891	6.214665	7.611819	12.565026	8.533502	7.125435
HINT1	na	2.573978	7.2031	6.670638	4.007634	6.290778	6.362158	3.116669	6.20033	5.558951
ZCCHC10	na	9.216734	13.833965	11.855525	7.197156	12.702236	11.357268	9.675912	12.007348	12.70371
EGR1	na	12.643026	20.847974	18.419593	9.291432	14.389714	18.789588	9.720232	16.298809	18.722066
CYSTM1	na	5.296322	10.653779	9.551315	2.723723	7.121026	6.538042	3.721223	7.709773	7.932585
HBEGF	na	4.197062	11.496553	6.524475	3.917609	11.91357	7.62834	3.684981	12.343721	7.725985
RNF14	na	5.448318	9.638451	8.673238	7.323387	8.97669	9.295774	6.246411	9.404621	8.56006
NDFIP1	na	14.237677	20.102565	17.913163	15.722864	18.433379	19.962015	15.703856	19.302872	19.597047
DCTN4	na	12.294274	18.040667	17.764654	13.659845	19.129566	20.447393	15.064809	19.11985	22.795758
SMIM3	na	26.553312	31.369116	42.766209	25.302016	31.32565	45.418928	24.212579	32.46696	45.30789
SLC36A1	na	5.281521	7.390825	7.847588	4.56283	6.752699	7.764142	4.784998	7.282535	8.014686
ERGIC1	na	28.55234	20.693309	18.184705	24.498249	18.590945	17.273892	26.187352	20.267773	19.880631
KIAA1191	na	3.373914	5.678574	5.766801	2.030846	5.442177	8.101316	3.537177	6.034951	5.527042
PRR7	na	5.847183	2.783119	2.622573	5.333127	1.779722	2.065664	4.867702	2.364077	3.284714
PRR7	na	20.201603	9.392681	9.725891	17.018643	13.535926	10.720026	17.623631	12.911908	12.519438
MGAT1	na	1.791506	5.458405	3.359161	2.332998	6.738112	5.248849	1.979863	7.943965	7.035657
EEF1E1	na	18.951939	13.806922	14.401524	23.266801	15.367157	13.461674	22.1241	13.489075	14.629483
MYLIP	na	4.568674	10.089202	7.720824	5.395462	11.973284	6.978483	5.116634	11.034549	7.099391
HLA-F	na	6.500318	4.299605	2.308399	5.587833	3.366298	2.906893	6.078336	3.658894	2.449039
MICB	na	5.395172	12.394521	7.59098	5.350552	11.707354	8.459902	5.010009	12.91385	7.694756
VARS	na	76.033806	60.086723	63.25762	72.342346	58.76613	60.252488	72.707194	65.047644	63.487565
ZBTB12	na	6.992262	4.490168	4.721272	6.846452	4.571901	5.376758	6.762519	4.673555	4.988255
PHF1	na	9.417525	12.111603	11.035096	7.103217	10.552782	12.746249	7.651784	11.987623	13.108263
CUTA	na	16.919514	23.572472	22.215176	16.79265	23.577367	24.980614	15.465229	23.160281	25.728144
C6orf106	na	21.61482	25.731172	29.65425	20.529564	27.424617	29.650569	20.101954	27.425311	30.376131
TEAD3	na	2.96784	4.749387	5.070153	3.002731	5.074663	5.34553	2.683695	5.069699	4.967404
C6orf89	na	7.576237	5.046099	4.425437	6.532133	4.645022	4.137845	6.249537	4.831749	4.684831
ZFAND3	na	9.131111	13.217024	12.78325	8.400066	12.01962	12.737159	8.256485	13.034754	12.610629
ZFAND3	na	3.726176	10.207714	7.656257	6.235978	9.216865	9.482869	4.918776	10.218106	10.179599
CCND3	na	134.369021	181.670578	159.440218	137.61871	174.246283	171.103611	131.713178	184.664152	162.967942
SLC17A5	na	6.478304	12.21824	10.571895	6.60364	11.702257	11.129887	6.134826	10.853057	11.569748
SNHG5	na	432.59249	303.833299	336.16066	402.505196	275.155503	329.00373	403.317538	303.796351	362.613453
RRAGD	na	2.582857	6.122971	5.737048	2.00193	4.889467	3.939415	1.884216	3.472385	4.501679
OSTM1	na	10.248987	16.139711	15.817887	10.425505	14.38385	19.084759	10.119969	15.61797	18.688776
QKI	na	3.771401	6.55645	6.495991	3.892213	5.322354	6.892467	3.154166	5.467018	7.112287
ELFN1-AS1	na	18.967459	7.387924	9.006037	16.486736	5.68764	7.616164	19.095374	7.567632	9.596519
SNX8	na	6.144746	9.9847	8.776641	5.866992	9.76947	9.021405	7.532808	10.030044	10.276888
TTYH3	na	18.840041	26.380154	23.575992	16.970068	22.139319	26.291773	15.467131	25.162181	28.079112
TNRC18	na	22.29021	30.434577	29.422234	22.94741	33.305409	32.420494	22.339134	36.315447	32.884025
TMED4	na	17.76864	23.496441	19.965795	14.896621	23.34532	23.501673	15.010815	27.168492	22.222992
H2AFV	na	16.309128	19.800476	26.413744	16.185819	18.858405	26.350213	14.545513	19.145084	25.524972
	na	6.143037	11.035968	13.236675	5.647526	10.035387	12.763977	5.183465	11.077709	11.284888
MYO1G	na	49.274186	76.793025	79.455528	45.585647	76.499436	83.523363	45.601027	80.208063	83.200563
CCM2	na	8.111332	16.771818	11.546923	7.369817	18.730728	14.20974	8.510554	17.936318	10.56092
NCF1B	na	42.144595	59.211115	55.146812	35.70012	53.862517	53.814451	32.210096	51.693329	55.8838
NCF1B	na	34.455647	49.830705	42.152703	24.87523	39.62277	38.558174	26.808113	41.50255	41.850582
NCF1C	na	104.261829	155.066778	128.941298	74.262463	125.99185	122.30959	75.783227	121.115463	124.365831
FGL2	na	3.200787	10.718003	5.20122	2.053591	10.391371	4.628732	1.962482	11.726265	4.789183
TRIM4	na	12.155257	8.37272	9.101441	12.335083	7.684722	9.645035	12.074932	8.503056	9.921595
LRCH4	na	35.56414	42.489855	43.94926	31.362733	39.362235	44.905256	31.133508	45.37418	46.789021
PUS7	na	14.787875	12.026028	11.922836	15.562514	10.468558	10.807794	15.627963	11.14688	12.046407
SMIM30	na	25.064604	40.438856	30.026834	26.945957	35.821467	34.020556	25.179951	36.109481	32.914748
ST7	na	4.705576	6.581491	6.315736	4.033446	6.528427	7.377885	4.313098	6.317485	6.454696
LSM8	na	64.82256	90.431732	81.709269	66.874351	79.229699	80.036891	58.59237	84.874883	81.559563
AKR1B1	na	116.623686	63.48229	77.574733	120.248769	60.027389	86.909964	121.631114	63.571102	85.439599
HIPK2	na	7.577151	14.443925	11.713731	6.706676	14.204083	10.867258	6.497099	13.727448	10.612458
NUB1	na	9.66794	12.027652	11.564697	9.262342	12.311256	11.364885	9.794519	11.789856	11.509194
ACTR3B	na	5.826008	3.783784	3.867901	6.275124	3.427669	3.056498	6.131432	4.054229	3.54495
DNAJB6	na	29.563636	52.386016	55.477786	34.72023	49.177347	57.72735	31.742673	47.418534	59.354793
PTPRN2	na	44.111921	32.453085	21.618231	42.062328	32.27509	22.394948	46.038785	34.697915	23.784424
NA	na	8.309372	4.626045	5.922837	7.19921	4.563533	5.479821	7.775923	5.155814	5.446353
ZDHHC2	na	4.427966	7.430226	5.705665	3.865567	5.53009	5.856849	3.660159	6.328145	6.639191
ASAH1	na	40.215538	70.668253	65.494379	33.746769	51.063884	72.093007	33.88398	54.903487	80.547314
	na	6.344731	2.381675	4.770502	6.610342	2.513277	3.957286	6.747187	2.641533	4.57055
DOK2	na	44.374375	53.765664	51.788474	38.06761	49.373392	53.588359	36.440498	54.04131	55.990202
DOK2	na	13.948027	19.312178	17.661597	11.727151	16.147946	21.133907	12.888324	18.845941	19.807547
PDLIM2	na	12.527396	26.972777	16.340827	12.934942	26.922914	14.916546	12.941353	29.279584	17.018732
PDLIM2	na	12.284499	18.086132	18.53162	13.394831	16.799661	19.974552	13.175801	20.962766	21.800742
PDLIM2	na	6.325486	10.561126	9.316709	5.898982	11.890809	10.525947	7.173171	11.248544	11.157508
KCTD9	na	12.699121	23.909002	18.621084	15.269362	23.881158	19.800779	14.633572	21.552587	18.696229
PPP2CB	na	43.786206	71.137243	55.279026	46.571523	61.156725	58.606338	42.3095	61.322355	57.003934
ASH2L	na	7.576631	11.217094	12.03577	7.507399	11.66911	11.888946	8.667234	13.91285	9.935559
SDCBP	na	35.252536	64.296602	46.343194	31.87213	62.57964	50.92107	27.474033	47.792508	51.507626
SDCBP	na	24.571144	52.805407	35.795511	27.695089	40.371876	34.637874	21.868599	41.664837	35.4396
DNAJC5B	na	1.919159	3.876673	5.506648	1.083145	4.32554	7.935464	1.736023	4.106688	6.21642
CA2	na	86.518789	204.611835	155.536692	110.061987	264.743742	203.401277	114.646682	283.379639	207.96441
DECR1	na	39.872576	54.475581	51.050675	45.741789	55.668367	51.54755	40.169223	53.910526	57.152731
CCNE2	na	5.305662	12.167332	12.871202	7.846398	12.641385	16.391676	7.242077	9.582939	12.275351
CPQ	na	13.246717	20.796517	17.801839	11.32953	17.432876	18.854768	11.368585	17.775313	20.145948
OSR2	na	7.834189	4.302224	4.62769	7.715955	3.733239	3.931629	7.387712	4.225607	4.868675
MYC	na	69.777383	53.31256	48.492302	67.815526	50.974786	51.395876	71.027133	58.276398	51.95275
ST3GAL1	na	1.678267	4.736773	4.389018	2.456795	4.788764	6.577037	2.46403	5.086347	4.63595
TOP1MT	na	86.113988	66.362286	60.158715	78.097374	64.016834	59.916817	82.548988	68.057112	65.168747
RRAGA	na	32.009736	45.047281	36.267007	28.370944	40.124027	36.651153	29.730915	42.092116	35.819042
CHMP5	na	31.817384	50.025511	44.23894	37.114858	47.316455	49.879418	34.790839	48.993412	50.476787
CLTA	na	190.737679	245.920758	228.731296	182.173823	223.520072	234.441675	175.004952	218.857572	253.516664
ALDH1B1	na	12.998116	8.385874	8.53277	14.215406	8.823269	10.26123	15.985836	9.625142	10.351048
ANXA1	na	66.368035	105.339465	95.018322	57.198804	80.426402	73.818098	52.226237	81.747447	87.596228
GOLM1	na	28.141143	21.50815	21.947838	28.953405	22.334699	23.744372	28.904608	23.888966	20.682396
FAM120AOS	na	8.249392	6.963713	6.333912	9.602651	6.348905	6.17455	8.728403	6.719891	6.726534
FBP1	na	58.311094	24.915236	36.508263	46.313093	23.652276	35.759179	51.394479	24.145905	38.803905
C9orf3	na	5.518421	3.426095	3.840275	6.86662	3.794649	3.702798	5.417959	3.940126	3.421047
ATP6V1G1	na	76.1042	122.505753	98.127511	75.754694	113.954268	115.073822	72.937207	129.149637	114.494461
CNTRL	na	5.486184	6.682858	8.826289	5.583114	8.018321	9.738205	5.191418	8.406785	8.850922
NDUFA8	na	140.998092	91.89801	102.006952	132.450833	94.463706	104.839475	137.656657	101.321732	114.262221
RABGAP1	na	6.141807	7.905762	8.303671	6.204035	8.091405	9.059843	5.798943	8.546095	8.399938
TOR1B	na	14.269032	22.408118	16.291556	10.974127	18.275899	17.368911	11.105471	20.385978	18.031478
NCS1	na	32.0301	24.5512	24.243213	31.010931	23.163819	25.241797	31.557952	25.948301	24.997382
ASS1	na	25.129605	14.154902	13.506795	19.969684	8.88405	12.094033	22.274508	11.016474	14.271038
REXO4	na	40.217812	30.481332	26.103324	36.481678	28.608135	25.685358	37.377411	31.724361	27.292361
CARD9	na	27.755897	3.346376	12.888928	26.287177	2.505932	13.980083	25.331697	3.053708	13.649698
SNHG7	na	63.850158	46.984972	40.076893	57.7262	41.896517	47.168146	57.982802	49.492305	48.118745
SAPCD2	na	61.94264	33.38412	34.892736	55.910537	31.950031	33.199279	55.650675	37.201053	35.132506
MAN1B1	na	8.759577	13.152862	11.917838	9.69772	12.872799	12.662281	8.921526	12.444373	13.921312
NSMF	na	12.986679	9.462136	6.742115	11.366483	7.506791	8.67653	11.738505	7.877714	6.503557
MBTPS2	na	5.179365	3.807826	2.510906	6.657577	3.683623	2.739712	6.286323	3.729594	2.754033
RBM10	na	10.125115	7.976098	7.447966	9.560837	6.846134	7.944291	9.614731	7.564892	6.926273
SLC38A5	na	39.322804	24.460793	14.881354	39.634929	21.641509	13.491272	42.009053	24.185448	13.743337
FTSJ1	na	28.219743	22.130021	17.953743	26.747995	19.415223	18.677627	27.134375	22.904773	20.670905
HSD17B10	na	60.490448	124.16141	95.15515	56.980083	114.41367	100.017627	58.205663	128.854394	110.681497
BEX3	na	93.079212	59.732214	50.999876	91.527037	55.01963	48.777895	86.261091	49.640219	51.878451
BEX3	na	18.041945	9.403568	11.011889	13.519764	8.405652	10.053119	15.572986	7.616642	10.650532
GPC3	na	9.664435	6.065373	6.857564	11.939278	7.382169	6.979955	11.311859	8.692996	7.829212
IKBKG	na	0.672689	4.118628	2.123385	0.475019	3.096362	5.203054	1.344356	5.912092	3.537822
