"Transcript","logFC","AveExpr","t","P.Value","adj.P.Val","B","signif","cluster"
"ENST00000492356",0.485331914885556,5.62910817078169,8.35523766057279,2.65515786334471e-05,0.00292937822525453,3.13001233995825,FALSE,"D"
"ENST00000379965",0.579405812870809,4.85241355699661,8.34490603460578,2.6797817404936e-05,0.00292937822525453,3.12073694826138,FALSE,"D"
"ENST00000262428",-0.565693358429028,7.04066940302327,-8.34411399673207,2.68167986603118e-05,0.00292937822525453,3.12002543000193,FALSE,"B"
"ENST00000393099",-0.570047837118834,3.25750763424563,-8.30786120264674,2.77017624444886e-05,0.00299631271939523,3.08738894718832,FALSE,"B"
"ENST00000374023",0.488555147793713,4.88661325088942,8.30276972257674,2.78286224931521e-05,0.00299631271939523,3.08279448700883,FALSE,"D"
"ENST00000368170",1.04807371347122,2.73284835835958,8.23597295081064,2.95539788649293e-05,0.0031176914504312,3.02226902104703,TRUE,"D"
"ENST00000269593",-0.525255885148112,5.69364187197383,-8.22854776658631,2.97529816887082e-05,0.00312085110770024,3.01551224069302,FALSE,"B"
"ENST00000274276",0.764988927604306,3.75442641081497,8.12265188484489,3.27588536673649e-05,0.00336436844881564,2.91851799488212,FALSE,"D"
"ENST00000219066",-0.674856103336235,4.8512861060862,-8.07647239547351,3.41737902053096e-05,0.00344744448623071,2.875848200373,FALSE,"B"
"ENST00000453348",-0.911394253677606,3.734571163913,-8.00644418552098,3.64504008799972e-05,0.00357931303534908,2.81070621042942,FALSE,"B"
"ENST00000301458",-0.652075743394653,6.20832359416461,-7.96995003290237,3.77030311615871e-05,0.0036652458464577,2.77654858524187,FALSE,"B"
"ENST00000582743",0.649122311037996,7.41910703504566,7.95866517595551,3.80999678639627e-05,0.00367640262018466,2.76595696268176,FALSE,"D"
"ENST00000285930",-0.511043205629947,6.55073707979906,-7.93430924996668,3.89725383266098e-05,0.00367789066150001,2.74304993345713,FALSE,"B"
"ENST00000408294",-1.3114412822357,2.82685748037994,-7.90985307703345,3.98710209883022e-05,0.00368585610687985,2.71998338178662,TRUE,"B"
"ENST00000276570",1.25454761421916,2.61156717191734,7.88816633801021,4.06869724987703e-05,0.00368847097541852,2.69947402477539,TRUE,"D"
"ENST00000230990",0.646082759691729,3.29575741033793,7.84124878385253,4.25162339454224e-05,0.00381015628575943,2.65492632030404,FALSE,"D"
"ENST00000355285",-0.780046822975083,3.01541442602069,-7.8275750553581,4.30663547535309e-05,0.00384081147393688,2.64189743680375,FALSE,"B"
"ENST00000406875",0.550913671622566,3.72701780214283,7.80041754350432,4.41824727372678e-05,0.0039026441588646,2.61595905704725,FALSE,"D"
"ENST00000533400",0.70195790520826,3.44116868110035,7.77126576938528,4.54163061978674e-05,0.0039736039275774,2.5880244373275,FALSE,"D"
"ENST00000248437",0.657952458453886,3.6590674663268,7.72812993727611,4.73125565000758e-05,0.00402505578593502,2.54651496309059,FALSE,"D"
"ENST00000397041",0.54916120125316,5.20323549748224,7.69837990921341,4.86713786112505e-05,0.00412166202083622,2.51776453944768,FALSE,"D"
"ENST00000253692",-0.434381565899871,4.30766304191884,-7.67873635957868,4.95922394779439e-05,0.00416146515001055,2.49872614794476,FALSE,"B"
"ENST00000350690",-0.526139365671997,5.73734981464716,-7.65490373036694,5.0735453684629e-05,0.00420731912892797,2.47556892706215,FALSE,"B"
"ENST00000415083",0.492355857133308,3.63094106357271,7.64831405734945,5.10566735177e-05,0.00420784486522437,2.46915459826389,FALSE,"D"
"ENST00000312547",0.611704640051334,6.63794588981141,7.62557299515553,5.21826081566311e-05,0.0042625802176087,2.44698060747595,FALSE,"D"
"ENST00000269228",0.563709563565657,3.5968851003687,7.61894144278925,5.25160959381942e-05,0.0042709235555727,2.44050329019354,FALSE,"D"
"ENST00000491614",-0.596449593508845,3.31852571587062,-7.53356357429174,5.7026886569361e-05,0.00446150419565997,2.35665977257603,FALSE,"B"
"ENST00000355653",0.564699227056745,6.35260219110704,7.50525481983017,5.86158318093534e-05,0.00452764381185135,2.32867377086414,FALSE,"D"
"ENST00000558580",-0.636946076901295,4.65490347568493,-7.47511745473582,6.03614127661675e-05,0.00463601657119935,2.29877750249431,FALSE,"B"
"ENST00000368171",0.64533000534788,5.22344491521119,7.39231370057328,6.54605984979579e-05,0.00476036402099194,2.21608822422546,FALSE,"D"
"ENST00000371942",-0.495695646537203,5.15507955282177,-7.38819190044392,6.57265851805776e-05,0.00476036402099194,2.2119510112465,FALSE,"B"
"ENST00000455895",0.506385697770512,3.71084695515887,7.35905517305898,6.76412502191434e-05,0.004840019846107,2.18264791497398,FALSE,"D"
"ENST00000248668",-0.761089073164673,2.78814590792322,-7.35129116731984,6.81617912746083e-05,0.00485843563212565,2.17482256876657,FALSE,"B"
"ENST00000287218",0.47476094939172,3.82426686887542,7.34102131192876,6.88571510936673e-05,0.0048720877384742,2.16446055527899,FALSE,"D"
"ENST00000260356",1.38460327458627,2.59763781417338,7.34066892597911,6.88811494362042e-05,0.0048720877384742,2.16410478422613,TRUE,"D"
"ENST00000262097",0.977423561846941,5.89383127307176,7.29829081822984,7.18357388008842e-05,0.0050233317197088,2.12121146852482,FALSE,"D"
"ENST00000263856",0.458689403889629,4.62157727015364,7.28821259659224,7.25588245108765e-05,0.00503832415137074,2.11097907900968,FALSE,"D"
"ENST00000395833",0.420085897297919,6.27521169885017,7.25119709696137,7.52844199480201e-05,0.00511756021388982,2.0732925665506,FALSE,"D"
"ENST00000244204",0.798360763006717,4.28919249663308,7.24207584694194,7.5973294727062e-05,0.00513603796976234,2.06398060466121,FALSE,"D"
"ENST00000488034",0.515469946049876,4.6303384366534,7.23870562919336,7.62295868975073e-05,0.00513603796976234,2.06053737740269,FALSE,"D"
"ENST00000527974",0.705166236616504,4.12988664242287,7.1721129647708,8.14947287840084e-05,0.00533501485135312,1.99221959781188,FALSE,"D"
"ENST00000254806",0.487939484268837,6.28384564395739,7.15832470606825,8.26343597765168e-05,0.00537152435152915,1.97800667704203,FALSE,"D"
"ENST00000318507",0.538441337965852,3.09378900989311,7.11349632912834,8.64628745023311e-05,0.00554233029926227,1.93163673047742,FALSE,"D"
"ENST00000263563",-0.715248210986988,3.63748484597643,-7.0994609966797,8.77014867753095e-05,0.00557959210278577,1.91706798384513,FALSE,"B"
"ENST00000480182",-0.559328109916947,5.63186031896061,-7.03870909722563,9.32934427288764e-05,0.00573949416803666,1.8537264702303,FALSE,"B"
"ENST00000375887",0.785048274992544,3.53488890919436,7.02138599200534,9.49592455567949e-05,0.00574768076139013,1.83558102240025,FALSE,"D"
"ENST00000357066",0.688094610678245,6.55207062277187,6.92120131866651,0.000105260812107312,0.00603484426184187,1.72990393719948,FALSE,"D"
"ENST00000246024",0.539310399425853,4.40864886087586,6.91746644258868,0.00010566799374774,0.00603943291819516,1.72593988531583,FALSE,"D"
"ENST00000392456",0.499756942917822,3.249285193511,6.88610984685948,0.000109155884671813,0.00612118062925662,1.692589559192,FALSE,"D"
"ENST00000243389",0.523918229522033,3.19435382015819,6.81155372308905,0.0001179700387021,0.00641617162723679,1.61279059368423,FALSE,"D"
"ENST00000405510",0.511793863068924,4.53241369156825,6.74076693440679,0.000127069635694281,0.0066659465774639,1.53636624272351,FALSE,"D"
"ENST00000567411",0.451442497264196,4.48503298019226,6.74053205572515,0.000127101088525394,0.0066659465774639,1.5361115812191,FALSE,"D"
"ENST00000255320",-0.512980375547605,4.9454119643981,-6.73123492638757,0.000128352994705284,0.00671253437749079,1.52602565397569,FALSE,"B"
"ENST00000316519",-0.500076619578781,4.015855061165,-6.68273948885544,0.000135107413080335,0.00694768231998905,1.47323369301485,FALSE,"B"
"ENST00000252288",-0.53094263623519,6.70017568833158,-6.65825443310416,0.000138665732703705,0.00700980537364143,1.44646287727492,FALSE,"B"
"ENST00000319518",-0.673437951100877,3.3743501329376,-6.61354919797126,0.000145431969921574,0.00724643264174561,1.39738161216501,FALSE,"B"
"ENST00000261667",-0.658962852013192,4.04256775121056,-6.60772637013702,0.000146339721788854,0.00724643264174561,1.39096947069757,FALSE,"B"
"ENST00000342665",-0.453652124373288,3.65252551037012,-6.60708821478478,0.000146439586107729,0.00724643264174561,1.39026645765247,FALSE,"B"
"ENST00000393409",-0.556319787106718,3.32685055927407,-6.57821961359121,0.000151036669385358,0.00734168086326027,1.35840765290013,FALSE,"B"
"ENST00000334668",-0.8226518349038,2.67572277574239,-6.56628920017952,0.000152982708019426,0.00737020898622704,1.34520931931215,FALSE,"B"
"ENST00000306897",-0.697626752019454,5.10002151885837,-6.56433059385655,0.000153304818304056,0.00737020898622704,1.34304075833853,FALSE,"B"
"ENST00000379484",-0.779840214257547,2.68448081204051,-6.53048603680173,0.000158990469425986,0.00758429730251456,1.30548780449378,FALSE,"B"
"ENST00000373850",0.585808210327094,3.31627287198884,6.52394304481082,0.000160116210485701,0.0075987284364435,1.2982103228319,FALSE,"D"
"ENST00000248924",-0.641569618630935,4.48015074822549,-6.51034288541831,0.000162484341670151,0.00763414910358973,1.2830652141275,FALSE,"B"
"ENST00000374050",0.529074193371767,6.77230599167353,6.49053042825295,0.000166003479281178,0.00766376915608513,1.26095792740234,FALSE,"D"
"ENST00000524013",-0.443024488346484,5.99812637936247,-6.48105325219153,0.000167716434915871,0.00766376915608513,1.25036447526081,FALSE,"B"
"ENST00000379661",-0.387873470072524,4.14152202340622,-6.48089041090801,0.00016774603723339,0.00766376915608513,1.25018234852212,FALSE,"B"
"ENST00000220763",0.584257392517726,4.28719474012994,6.45411901107839,0.000172691812125628,0.0077947763903453,1.22019204607639,FALSE,"D"
"ENST00000392920",0.862425880574586,4.14722278071322,6.42975731738981,0.000177332144221153,0.00788995243284333,1.19281749724669,FALSE,"D"
"ENST00000373602",-0.595312435593374,3.80716510876145,-6.42958873819168,0.000177364728867883,0.00788995243284333,1.19262779114341,FALSE,"B"
"ENST00000466674",-0.632093607446587,3.00969564598493,-6.42298453959648,0.00017864645278944,0.00792321571207533,1.18519291720654,FALSE,"B"
"ENST00000419916",-0.976050223262315,2.94231504214449,-6.41912589825227,0.000179400041582118,0.00792321571207533,1.18084621364216,FALSE,"B"
"ENST00000351933",-0.447565995443846,3.25908839777464,-6.41580049355134,0.00018005229645421,0.00793304402110065,1.17709858135663,FALSE,"B"
"ENST00000371538",-0.42812374202335,4.24346554686406,-6.38929753631693,0.000185344916229219,0.00803812549736208,1.14717711702104,FALSE,"B"
"ENST00000321442",-0.461800455181759,4.52102300993267,-6.36860189586329,0.000189596873471159,0.00812099276369158,1.12374588910465,FALSE,"B"
"ENST00000380900",-0.531036103371136,5.27134658596501,-6.35271538202833,0.000192933594446506,0.00824478492378923,1.10572001354155,FALSE,"B"
"ENST00000453779",0.658283441090105,2.96355431565514,6.34028601208091,0.000195589240811662,0.00833896760883163,1.09159289890049,FALSE,"D"
"ENST00000293379",0.722604111769399,6.71017966856217,6.33445072864092,0.000196849847828222,0.00837337566994657,1.08495330636871,FALSE,"D"
"ENST00000449058",0.963298501435915,3.60894578550749,6.30341562711402,0.000203706333046055,0.00862390288706625,1.04956236931084,FALSE,"D"
"ENST00000525815",-0.544867117006401,3.38172857154945,-6.26761140019825,0.000211944503947638,0.00881240425084988,1.00856914475139,FALSE,"B"
"ENST00000538442",0.451071931296184,3.43825470088019,6.24495625991226,0.000217346056117787,0.00893635978171596,0.982539688967304,FALSE,"D"
"ENST00000329245",-0.401627791586592,6.26201921028283,-6.19156423276282,0.000230684406707176,0.00940102611969356,0.92091518539096,FALSE,"B"
"ENST00000397406",-0.483227745118467,4.28175665740191,-6.16673341531983,0.000237191957179628,0.00959246232319794,0.892121194624827,FALSE,"B"
"ENST00000263621",-0.488702816292386,9.94061830557587,-6.1603408288462,0.000238899764710649,0.00959246232319794,0.884694437218664,FALSE,"B"
"ENST00000269298",0.795348661824771,3.1117289188526,6.15796185091873,0.000239538764476152,0.00959246232319794,0.881929144503313,FALSE,"D"
"ENST00000342245",0.678474309704281,3.75558946831357,6.14078014053815,0.000244209954859441,0.00967459222459256,0.861933944298279,FALSE,"D"
"ENST00000379715",-0.532236741321744,4.29529983693104,-6.11663705130476,0.000250943678126605,0.00982032147520105,0.833767849621442,FALSE,"B"
"ENST00000378026",-0.487674272223733,6.3961648325383,-6.10494047012915,0.000254279075620368,0.00990347260554349,0.820092946932722,FALSE,"B"
"ENST00000284376",0.39173786889927,3.67682618577646,6.0992280848546,0.000255925690092302,0.00993890877739305,0.813407426065909,FALSE,"D"
"ENST00000054666",0.358680376474039,4.8565890331697,6.09551687418096,0.000257001732529282,0.00993890877739305,0.809061540605549,FALSE,"D"
"ENST00000219542",-0.843777142249927,3.65763456147827,-6.09422154506738,0.000257378474029654,0.00993890877739305,0.807544235552757,FALSE,"B"
"ENST00000448520",0.543304492957686,3.57755005339919,6.09249768797507,0.000257880792176549,0.00993890877739305,0.805524602356623,FALSE,"D"
"ENST00000267814",-0.366956178683867,3.60445492911285,-6.0576448291336,0.000268271072357491,0.0101147493288698,0.76460226798966,FALSE,"B"
"ENST00000215919",-0.534769979482588,3.21215008341585,-6.02588581911206,0.000278140254585135,0.0103397658697007,0.72716368867301,FALSE,"B"
"ENST00000356998",-0.469097841998369,5.94364213161484,-6.021430757593,0.000279556266692433,0.0103397658697007,0.721900531108854,FALSE,"B"
"ENST00000367029",-0.818445879204545,5.6341809032034,-6.00933944947154,0.000283439448036211,0.0104027348910467,0.70760186168954,FALSE,"B"
"ENST00000409141",0.56256387879566,4.34427041569299,5.98121534006222,0.000292702619398401,0.0105927337992162,0.674263420512564,FALSE,"D"
"ENST00000312734",-0.626313635382233,3.08106003953423,-5.97778213668906,0.000293855972819987,0.01059545920748,0.670186005601792,FALSE,"B"
"ENST00000435298",-0.576777229895082,2.95780310874,-5.96292860607063,0.000298903661198178,0.0107159037441284,0.652526048487499,FALSE,"B"
"ENST00000253727",0.624644327374706,5.41425442547207,5.91749934342271,0.00031494169449851,0.0109288319964981,0.598318492010244,FALSE,"D"
"ENST00000348411",-0.478068603194905,4.71019770466752,-5.89113919986961,0.000324678849596586,0.0110792906513911,0.566729715536156,FALSE,"B"
"ENST00000582723",-0.915008481891031,3.60992862335457,-5.86569642149178,0.000334391039952437,0.0112649507090546,0.536145891806157,FALSE,"B"
"ENST00000320211",-0.425296699313143,4.00118730084681,-5.85281961828944,0.000339427506816105,0.0113394565217429,0.520631755485081,FALSE,"B"
"ENST00000263620",0.441047850658197,4.1146067016781,5.84857426107606,0.000341106163753358,0.0113610020104129,0.515511671948768,FALSE,"D"
"ENST00000393784",-0.473591921078755,4.64439940208223,-5.82328674360364,0.000351295593058382,0.011566500946793,0.484960101687838,FALSE,"B"
"ENST00000432102",0.566372389388258,5.74430666533431,5.81774888769431,0.000353571284408591,0.0116143763015427,0.478257144579224,FALSE,"D"
"ENST00000267205",-0.534838333901704,3.28344825454169,-5.81019205839429,0.00035670274757977,0.0116580037015643,0.469103308600184,FALSE,"B"
"ENST00000245903",-0.625853695618847,5.61461503580651,-5.79218322823357,0.000364288629710402,0.0116755770713259,0.447255382617474,FALSE,"B"
"ENST00000394249",0.32346786117722,5.96582254263863,5.78010060542987,0.00036947723011429,0.0118008981749825,0.432570725826609,FALSE,"D"
"ENST00000527564",0.485275331606512,3.46339186274653,5.774043426119,0.000372108772669534,0.0118439656073315,0.42520116208987,FALSE,"D"
"ENST00000223500",0.457660079390905,5.60345278567112,5.76914769580271,0.000374250732313783,0.0118575757984327,0.419240811123066,FALSE,"D"
"ENST00000369146",-0.677607251213768,2.66355155625094,-5.75263580537813,0.00038157515244538,0.0120414681868276,0.399112645529779,FALSE,"B"
"ENST00000261381",0.479620327379741,2.99367740942105,5.73918973505349,0.000387655676306196,0.012129680407269,0.382692524588264,FALSE,"D"
"ENST00000371589",0.414185480193215,3.85339676918472,5.72669656381347,0.000393400505928481,0.0122375514037582,0.367412529864592,FALSE,"D"
"ENST00000283148",0.398600992729747,4.38091870166731,5.7259328528684,0.000393754700928029,0.0122375514037582,0.366477723669711,FALSE,"D"
"ENST00000200453",0.711699540682028,4.40122024819153,5.72287155204953,0.000395177985649214,0.0122405718004533,0.362729743664501,FALSE,"D"
"ENST00000430969",0.452295258032601,5.04380865338288,5.69522561519581,0.000408289601729452,0.0124476772851447,0.328820760061767,FALSE,"D"
"ENST00000310300",0.447443376958952,5.48408984187888,5.69317450675236,0.000409281193439296,0.0124476772851447,0.326300545153017,FALSE,"D"
"ENST00000373647",0.395777819134622,3.35547685043944,5.65029143057532,0.00043062838442022,0.0128406916834068,0.273469041828954,FALSE,"D"
"ENST00000308108",0.851800735421683,3.71772498260178,5.64786560093163,0.000431871868955667,0.0128406916834068,0.270472409228966,FALSE,"D"
"ENST00000337989",-0.48927497840806,4.00448565544013,-5.64773025187229,0.000431941364790402,0.0128406916834068,0.270305186867561,FALSE,"B"
"ENST00000234831",0.362693827286937,6.09632369939838,5.63619875273973,0.000437907475354064,0.012955464587358,0.256048286870874,FALSE,"D"
"ENST00000317610",0.512394737144995,6.75433687768901,5.61405539555406,0.000449618373590525,0.0131128037833407,0.228616823232739,FALSE,"D"
"ENST00000335766",0.665785059359572,2.82102520946438,5.61172196980284,0.000450872269713906,0.0131286324466694,0.225721956233908,FALSE,"D"
"ENST00000361143",-0.376404802011651,4.97228090771193,-5.59001167032627,0.000462723727944222,0.0133470314646851,0.198749636868687,FALSE,"B"
"ENST00000281871",-0.470424191049793,7.1349906772549,-5.58873069621272,0.000463433571792598,0.0133470314646851,0.197156022612289,FALSE,"B"
"ENST00000393399",0.364300957809214,4.88099782149704,5.58294669496807,0.000466653608007648,0.0133979661857375,0.189957346730271,FALSE,"D"
"ENST00000478698",0.47173601875036,2.95735229269836,5.57305200089816,0.000472219023694093,0.0134651904323979,0.177631151004663,FALSE,"D"
"ENST00000227520",-0.534564958501327,5.36591596398545,-5.57101922497637,0.000473371355323452,0.0134651904323979,0.175097059790004,FALSE,"B"
"ENST00000306065",-0.438715154861278,4.01315049080264,-5.56582430227462,0.000476330230650004,0.0134889362545582,0.168618219771584,FALSE,"B"
"ENST00000315467",-0.370338304721083,5.2862054502754,-5.55672279775032,0.000481563068927448,0.0135934798401676,0.157257703815547,FALSE,"B"
"ENST00000258796",0.552660204533764,4.69647406613847,5.54244731880773,0.000489897734432361,0.0137238271249709,0.139414414028199,FALSE,"D"
"ENST00000382450",-0.535851993843563,3.59780856559534,-5.53235142206502,0.000495887372318758,0.0138495866571507,0.126777132941672,FALSE,"B"
"ENST00000381679",0.347350973910134,4.41605740221045,5.52475582465169,0.000500446430808915,0.0139137674083786,0.117259612709046,FALSE,"D"
